path,len
VCTK/p374/p374_135.wav,33281
VCTK/p233/p233_151.wav,58370
VIVO/VIVOSSPK45_224.wav,65025
VCTK/p288/p288_160.wav,27650
VCTK/p317/p317_120.wav,26113
VCTK/p254/p254_030.wav,60929
VCTK/p268/p268_018.wav,100865
VCTK/p225/p225_012.wav,70146
VCTK/p330/p330_049.wav,58880
VCTK/p277/p277_103.wav,16385
VCTK/p264/p264_284.wav,24577
VCTK/p330/p330_353.wav,57857
VCTK/p374/p374_374.wav,22017
VCTK/p274/p274_461.wav,31746
VCTK/p339/p339_386.wav,34817
VCTK/p364/p364_304.wav,58370
VCTK/p295/p295_406.wav,31233
VCTK/p298/p298_261.wav,33794
VCTK/p244/p244_288.wav,48129
VIVO/VIVOSSPK12_R134.wav,48641
VIVO/VIVOSSPK34_206.wav,65598
VCTK/p313/p313_059.wav,33281
VCTK/p299/p299_266.wav,42498
VCTK/p236/p236_060.wav,41759
VCTK/p262/p262_159.wav,34305
VCTK/p234/p234_299.wav,27137
VCTK/p246/p246_221.wav,38913
VCTK/p256/p256_025.wav,59905
VCTK/p339/p339_020.wav,72194
VIVO/VIVOSSPK15_286.wav,40961
VCTK/p363/p363_318.wav,49153
VCTK/p293/p293_317.wav,49153
VCTK/p308/p308_415.wav,45056
VCTK/p339/p339_320.wav,22529
VCTK/p305/p305_025.wav,68098
VCTK/p361/p361_186.wav,20481
VCTK/p253/p253_261.wav,43009
VIVO/VIVOSSPK28_089.wav,93698
VCTK/p317/p317_103.wav,27650
VCTK/p364/p364_223.wav,66561
VCTK/p294/p294_146.wav,20993
VCTK/p301/p301_140.wav,46594
VCTK/p241/p241_053.wav,45056
VCTK/p300/p300_227.wav,36353
VCTK/p239/p239_239.wav,54274
VCTK/p250/p250_155.wav,15874
VCTK/p364/p364_169.wav,25601
VCTK/s5/s5_252.wav,24577
VCTK/p249/p249_033.wav,60929
VCTK/p341/p341_268.wav,40450
VCTK/p230/p230_343.wav,28161
VCTK/p302/p302_073.wav,24577
VCTK/p237/p237_328.wav,31746
VCTK/p270/p270_097.wav,62977
VCTK/p317/p317_419.wav,33281
VCTK/p241/p241_144.wav,43009
VCTK/p288/p288_277.wav,25089
VCTK/p341/p341_182.wav,32770
VIVO/VIVOSSPK16_145.wav,54274
VCTK/p318/p318_258.wav,32256
VCTK/p351/p351_242.wav,31233
VCTK/p302/p302_228.wav,55809
VCTK/p244/p244_294.wav,18432
VIVO/VIVOSSPK36_106.wav,85504
VIVO/VIVOSSPK46_085.wav,58370
VCTK/p267/p267_088.wav,49153
VCTK/p284/p284_220.wav,33281
VCTK/p256/p256_226.wav,17922
VCTK/p229/p229_224.wav,31233
VCTK/p278/p278_292.wav,24065
VCTK/p288/p288_351.wav,64001
VCTK/p318/p318_098.wav,28674
VCTK/p323/p323_359.wav,46081
VIVO/VIVOSSPK13_032.wav,109570
VCTK/p374/p374_009.wav,83970
VCTK/p277/p277_447.wav,37889
VCTK/p259/p259_060.wav,68609
VCTK/p362/p362_005.wav,100865
VCTK/p236/p236_131.wav,30722
VCTK/p285/p285_034.wav,68609
VCTK/p318/p318_313.wav,32770
VIVO/VIVOSSPK08_R014.wav,52225
VCTK/p374/p374_219.wav,46155
VCTK/p243/p243_389.wav,58370
VCTK/p259/p259_133.wav,29698
VCTK/p238/p238_355.wav,49153
VCTK/p271/p271_194.wav,91137
VCTK/p300/p300_349.wav,42498
VCTK/p250/p250_258.wav,51713
VCTK/p376/p376_059.wav,22017
VIVO/VIVOSSPK05_R023.wav,54785
VCTK/p292/p292_163.wav,44033
VCTK/p252/p252_391.wav,76801
VCTK/p236/p236_097.wav,57346
VCTK/p345/p345_357.wav,49665
VCTK/p310/p310_094.wav,24577
VCTK/p228/p228_359.wav,60417
VCTK/p237/p237_187.wav,57857
VIVO/VIVOSSPK41_019.wav,71170
VIVO/VIVOSSPK35_011.wav,138242
VIVO/VIVOSSPK15_168.wav,46594
VCTK/p277/p277_268.wav,42498
VIVO/VIVOSSPK03_T042.wav,34305
VCTK/p301/p301_406.wav,28674
VCTK/p260/p260_080.wav,17409
VCTK/p260/p260_182.wav,49153
VCTK/p257/p257_076.wav,22529
VIVO/VIVOSSPK45_263.wav,67074
VCTK/p374/p374_223.wav,51201
VIVO/VIVOSSPK45_148.wav,74753
VCTK/p237/p237_026.wav,25601
VCTK/p363/p363_232.wav,36353
VCTK/p298/p298_074.wav,25601
VCTK/p239/p239_408.wav,26113
VCTK/p323/p323_002.wav,52225
VCTK/p274/p274_191.wav,64001
VCTK/p282/p282_157.wav,62977
VCTK/p294/p294_278.wav,47617
VCTK/p284/p284_027.wav,16385
VCTK/p314/p314_133.wav,34305
VCTK/p316/p316_410.wav,72096
VCTK/p259/p259_123.wav,33794
VCTK/p334/p334_210.wav,32770
VIVO/VIVOSSPK14_251.wav,58880
VCTK/p238/p238_015.wav,132609
VCTK/p311/p311_035.wav,37377
VIVO/VIVOSSPK31_144.wav,96257
VCTK/p306/p306_157.wav,48641
VCTK/p304/p304_292.wav,23041
VCTK/p278/p278_144.wav,29185
VCTK/p230/p230_145.wav,37889
VCTK/p317/p317_192.wav,39937
VCTK/p279/p279_151.wav,37377
VCTK/p304/p304_024.wav,132609
VCTK/p241/p241_304.wav,62977
VCTK/p305/p305_311.wav,31746
VCTK/p302/p302_166.wav,28674
VCTK/p253/p253_008.wav,146946
VCTK/p260/p260_341.wav,17409
VCTK/p307/p307_266.wav,28161
VIVO/VIVOSSPK15_226.wav,45570
VIVO/VIVOSSPK44_291.wav,64513
VCTK/p374/p374_296.wav,53761
VCTK/p364/p364_036.wav,47617
VIVO/VIVOSSPK33_147.wav,133633
VCTK/p259/p259_169.wav,46081
VCTK/p316/p316_196.wav,47105
VCTK/p282/p282_166.wav,26626
VCTK/p229/p229_301.wav,32770
VCTK/p236/p236_345.wav,28161
VCTK/p329/p329_272.wav,44546
VCTK/p233/p233_308.wav,25601
VCTK/p262/p262_210.wav,82946
VCTK/p274/p274_470.wav,63489
VCTK/p231/p231_235.wav,23041
VCTK/p326/p326_070.wav,39937
VCTK/p340/p340_135.wav,24577
VCTK/p238/p238_145.wav,95746
VIVO/VIVOSSPK10_R106.wav,54274
VCTK/p225/p225_275.wav,66049
VCTK/p307/p307_174.wav,35329
VCTK/p323/p323_086.wav,55298
VCTK/p262/p262_151.wav,61441
VIVO/VIVOSSPK05_T007.wav,28674
VCTK/p314/p314_356.wav,24065
VCTK/p239/p239_430.wav,24577
VIVO/VIVOSSPK13_291.wav,45056
VCTK/p336/p336_279.wav,24577
VCTK/p257/p257_261.wav,42498
VCTK/p276/p276_024.wav,130049
VCTK/p255/p255_019.wav,132609
VCTK/p261/p261_055.wav,71170
VCTK/p278/p278_027.wav,29698
VCTK/p287/p287_174.wav,38913
VCTK/p251/p251_295.wav,18946
VCTK/p277/p277_342.wav,82433
VCTK/p330/p330_277.wav,53761
VIVO/VIVOSSPK17_013.wav,71170
VCTK/p316/p316_135.wav,36353
VIVO/VIVOSSPK43_279.wav,54274
VCTK/p274/p274_106.wav,58370
VIVO/VIVOSSPK20_114.wav,31233
VCTK/p268/p268_266.wav,34817
VIVO/VIVOSSPK33_028.wav,120322
VCTK/p345/p345_129.wav,26113
VCTK/p288/p288_117.wav,31746
VCTK/p304/p304_403.wav,24577
VIVO/VIVOSSPK29_031.wav,132609
VCTK/p226/p226_083.wav,15874
VCTK/p240/p240_284.wav,58370
VCTK/p258/p258_050.wav,16385
VCTK/p263/p263_469.wav,30209
VCTK/p347/p347_384.wav,44033
VIVO/VIVOSSPK45_090.wav,73729
VCTK/p231/p231_161.wav,33794
VCTK/p272/p272_173.wav,67585
VCTK/p297/p297_133.wav,54274
VIVO/VIVOSSPK31_083.wav,141825
VCTK/p363/p363_136.wav,44033
VCTK/p340/p340_074.wav,25089
VCTK/p231/p231_257.wav,40450
VCTK/p269/p269_306.wav,60417
VCTK/p272/p272_368.wav,40450
VCTK/p271/p271_375.wav,28161
VCTK/p318/p318_343.wav,38913
VCTK/p246/p246_105.wav,82433
VCTK/p254/p254_131.wav,18946
VCTK/p273/p273_346.wav,40450
VCTK/p241/p241_345.wav,44033
VIVO/VIVOSSPK02_R197.wav,46594
VCTK/p330/p330_226.wav,48641
VCTK/p292/p292_307.wav,43009
VCTK/p361/p361_125.wav,17409
VCTK/p259/p259_365.wav,34305
VIVO/VIVOSSPK37_037.wav,102401
VCTK/p245/p245_212.wav,103425
VIVO/VIVOSSPK15_229.wav,42498
VIVO/VIVOSSPK33_004.wav,132609
VCTK/p292/p292_389.wav,37377
VCTK/p267/p267_162.wav,11265
VCTK/p308/p308_129.wav,37377
VCTK/p285/p285_022.wav,109570
VCTK/p230/p230_014.wav,93185
VCTK/p298/p298_126.wav,24065
VCTK/p262/p262_093.wav,40450
VCTK/p284/p284_268.wav,16385
VCTK/p261/p261_208.wav,29185
VCTK/p292/p292_126.wav,38401
VCTK/p376/p376_116.wav,23041
VCTK/p345/p345_165.wav,35329
VIVO/VIVOSSPK04_T032.wav,32256
VCTK/p281/p281_416.wav,17922
VCTK/p227/p227_368.wav,33794
VCTK/p263/p263_418.wav,29185
VCTK/p262/p262_056.wav,73218
VIVO/VIVOSSPK30_005.wav,112128
VCTK/p231/p231_030.wav,20993
VCTK/p262/p262_316.wav,53680
VCTK/p363/p363_123.wav,26626
VIVO/VIVOSSPK01_R045.wav,47105
VCTK/p286/p286_366.wav,50689
VCTK/p306/p306_113.wav,51201
VCTK/p340/p340_003.wav,110594
VCTK/p329/p329_184.wav,50177
VCTK/p282/p282_042.wav,25601
VCTK/p364/p364_147.wav,43574
VCTK/p311/p311_289.wav,21505
VIVO/VIVOSSPK41_113.wav,43691
VCTK/p279/p279_390.wav,55298
VCTK/p313/p313_360.wav,45056
VCTK/p283/p283_049.wav,43009
VCTK/p343/p343_293.wav,37889
VCTK/p318/p318_247.wav,39425
VIVO/VIVOSSPK15_111.wav,56833
VIVO/VIVOSSPK06_R054.wav,27137
VCTK/p257/p257_125.wav,16385
VCTK/p343/p343_339.wav,38786
VCTK/p333/p333_316.wav,68609
VCTK/p259/p259_273.wav,37377
VCTK/p237/p237_016.wav,116737
VIVO/VIVOSSPK19_233.wav,46594
VCTK/p274/p274_041.wav,28161
VIVO/VIVOSSPK03_R151.wav,46594
VCTK/p268/p268_115.wav,30722
VCTK/p278/p278_050.wav,21505
VIVO/VIVOSSPK08_T009.wav,25089
VCTK/p361/p361_423.wav,20481
VCTK/p263/p263_223.wav,34305
VCTK/p340/p340_331.wav,33281
VCTK/p276/p276_189.wav,41474
VCTK/p284/p284_142.wav,80898
VIVO/VIVOSSPK02_T003.wav,54274
VCTK/p374/p374_233.wav,63489
VCTK/p227/p227_069.wav,62977
VIVO/VIVOSSPK25_013.wav,115713
VCTK/p307/p307_143.wav,36865
VCTK/p245/p245_349.wav,64865
VCTK/p302/p302_042.wav,26113
VIVO/VIVOSSPK10_R121.wav,49153
VCTK/p254/p254_150.wav,73729
VCTK/p241/p241_283.wav,23553
VIVO/VIVOSSPK18_102.wav,41474
VCTK/p270/p270_027.wav,43009
VCTK/p264/p264_340.wav,50177
VCTK/p312/p312_372.wav,45056
VIVO/VIVOSSPK13_211.wav,34817
VCTK/p283/p283_442.wav,22017
VCTK/p243/p243_166.wav,52737
VIVO/VIVOSSPK19_137.wav,55298
VCTK/p264/p264_255.wav,37377
VCTK/p343/p343_302.wav,42498
VCTK/p236/p236_487.wav,34305
VCTK/p231/p231_362.wav,26626
VIVO/VIVOSSPK43_240.wav,58880
VIVO/VIVOSSPK11_R176.wav,63489
VCTK/p295/p295_184.wav,36353
VCTK/p252/p252_208.wav,31746
VCTK/p279/p279_219.wav,50177
VCTK/p295/p295_032.wav,36865
VCTK/p343/p343_107.wav,24577
VCTK/p244/p244_326.wav,60929
VCTK/p376/p376_087.wav,35329
VCTK/p293/p293_294.wav,26113
VCTK/p241/p241_282.wav,16898
VCTK/p255/p255_266.wav,20993
VCTK/p301/p301_121.wav,52737
VCTK/p231/p231_296.wav,33794
VCTK/p364/p364_058.wav,26113
VCTK/p301/p301_095.wav,36353
VIVO/VIVOSSPK20_182.wav,58370
VCTK/p231/p231_094.wav,17922
VIVO/VIVOSSPK31_045.wav,136705
VCTK/p264/p264_227.wav,27137
VCTK/p363/p363_202.wav,65537
VCTK/p313/p313_112.wav,37889
VCTK/p343/p343_064.wav,26626
VCTK/p247/p247_435.wav,21505
VCTK/p272/p272_358.wav,30209
VCTK/p361/p361_248.wav,34817
VIVO/VIVOSSPK09_R197.wav,19970
VCTK/p229/p229_322.wav,20993
VCTK/p304/p304_424.wav,28674
VIVO/VIVOSSPK18_223.wav,28674
VIVO/VIVOSSPK05_R085.wav,79874
VIVO/VIVOSSPK17_224.wav,28674
VCTK/p362/p362_383.wav,51713
VCTK/p376/p376_189.wav,37889
VCTK/p280/p280_046.wav,23553
VIVO/VIVOSSPK44_105.wav,58880
VCTK/p335/p335_129.wav,32770
VCTK/p255/p255_343.wav,51713
VIVO/VIVOSSPK32_073.wav,107009
VCTK/p273/p273_406.wav,64513
VIVO/VIVOSSPK43_040.wav,83088
VCTK/p374/p374_406.wav,47363
VIVO/VIVOSSPK36_176.wav,117249
VIVO/VIVOSSPK07_R127.wav,39425
VIVO/VIVOSSPK04_R053.wav,27137
VCTK/p308/p308_118.wav,32770
VCTK/p311/p311_116.wav,27650
VIVO/VIVOSSPK38_252.wav,113665
VCTK/p254/p254_167.wav,66561
VIVO/VIVOSSPK44_098.wav,51252
VCTK/p231/p231_470.wav,29185
VIVO/VIVOSSPK14_142.wav,72705
VCTK/p226/p226_299.wav,29185
VCTK/p271/p271_095.wav,80385
VCTK/p249/p249_276.wav,69122
VCTK/p288/p288_059.wav,28674
VIVO/VIVOSSPK44_152.wav,56764
VCTK/p336/p336_238.wav,31746
VIVO/VIVOSSPK10_R083.wav,55809
VCTK/p279/p279_295.wav,13313
VCTK/p274/p274_115.wav,40961
VIVO/VIVOSSPK27_096.wav,86226
VCTK/p250/p250_492.wav,34817
VCTK/p280/p280_357.wav,62977
VCTK/p297/p297_206.wav,37889
VIVO/VIVOSSPK38_090.wav,75265
VIVO/VIVOSSPK15_100.wav,76289
VIVO/VIVOSSPK18_018.wav,22017
VIVO/VIVOSSPK09_T050.wav,11265
VCTK/p345/p345_243.wav,41985
VCTK/p300/p300_071.wav,41474
VCTK/p326/p326_146.wav,20481
VCTK/p336/p336_074.wav,50689
VCTK/p302/p302_110.wav,22529
VIVO/VIVOSSPK42_038.wav,66561
VCTK/p229/p229_128.wav,46081
VCTK/p302/p302_173.wav,46594
VCTK/p241/p241_308.wav,68098
VCTK/p272/p272_097.wav,76289
VCTK/p351/p351_106.wav,26113
VCTK/p310/p310_259.wav,35841
VCTK/p298/p298_084.wav,44033
VCTK/p228/p228_144.wav,39425
VCTK/p240/p240_292.wav,33281
VCTK/p241/p241_108.wav,13313
VCTK/p301/p301_286.wav,45056
VCTK/p308/p308_048.wav,34305
VCTK/p361/p361_372.wav,15874
VCTK/p293/p293_236.wav,51201
VIVO/VIVOSSPK25_121.wav,97794
VCTK/p229/p229_308.wav,23041
VCTK/p360/p360_222.wav,43522
VCTK/p345/p345_097.wav,40450
VCTK/p339/p339_331.wav,28674
VIVO/VIVOSSPK25_117.wav,144385
VCTK/p229/p229_318.wav,35841
VCTK/p347/p347_303.wav,47105
VCTK/p308/p308_067.wav,39937
VIVO/VIVOSSPK09_R058.wav,33794
VCTK/p226/p226_262.wav,58370
VCTK/p264/p264_440.wav,41474
VCTK/p265/p265_196.wav,65025
VCTK/p233/p233_093.wav,20481
VCTK/p232/p232_333.wav,24065
VCTK/p308/p308_312.wav,53761
VCTK/p241/p241_312.wav,17409
VCTK/p243/p243_114.wav,36865
VCTK/p341/p341_092.wav,54785
VIVO/VIVOSSPK34_178.wav,84481
VCTK/p267/p267_204.wav,49665
VCTK/p317/p317_392.wav,39425
VCTK/p313/p313_028.wav,36353
VCTK/p307/p307_389.wav,54274
VCTK/p257/p257_360.wav,46081
VCTK/p362/p362_418.wav,52648
VCTK/p308/p308_334.wav,59394
VCTK/p345/p345_071.wav,16898
VCTK/p294/p294_304.wav,31746
VCTK/p257/p257_287.wav,19457
VIVO/VIVOSSPK16_208.wav,29698
VCTK/p259/p259_360.wav,28674
VCTK/p248/p248_031.wav,53250
VCTK/p234/p234_174.wav,37889
VIVO/VIVOSSPK16_242.wav,24530
VCTK/p226/p226_221.wav,74753
VIVO/VIVOSSPK09_R126.wav,60929
VCTK/p313/p313_247.wav,61585
VCTK/p329/p329_113.wav,20993
VCTK/p243/p243_101.wav,44033
VCTK/p278/p278_251.wav,31233
VIVO/VIVOSSPK06_R048.wav,83970
VCTK/p340/p340_150.wav,33281
VCTK/p247/p247_306.wav,40961
VCTK/p276/p276_038.wav,46081
VCTK/p265/p265_248.wav,111105
VCTK/p277/p277_283.wav,22017
VIVO/VIVOSSPK42_204.wav,52225
VCTK/p298/p298_326.wav,29185
VCTK/p253/p253_207.wav,69122
VCTK/p259/p259_119.wav,24065
VIVO/VIVOSSPK46_199.wav,63489
VCTK/p259/p259_205.wav,51201
VIVO/VIVOSSPK17_100.wav,92673
VCTK/p302/p302_089.wav,38913
VCTK/p240/p240_020.wav,61953
VCTK/p256/p256_091.wav,37377
VCTK/p336/p336_006.wav,103937
VCTK/p278/p278_216.wav,51201
VCTK/p274/p274_181.wav,27137
VIVO/VIVOSSPK36_080.wav,77825
VCTK/p281/p281_112.wav,30209
VCTK/p234/p234_161.wav,52737
VIVO/VIVOSSPK38_085.wav,77313
VCTK/p334/p334_329.wav,24065
VCTK/p238/p238_231.wav,32770
VIVO/VIVOSSPK29_123.wav,90113
VCTK/p361/p361_119.wav,38913
VCTK/p292/p292_405.wav,32770
VCTK/p299/p299_361.wav,22017
VCTK/p347/p347_179.wav,37889
VIVO/VIVOSSPK03_T044.wav,23553
VIVO/VIVOSSPK13_119.wav,77313
VCTK/p263/p263_244.wav,48129
VCTK/p231/p231_340.wav,32770
VCTK/p257/p257_363.wav,20993
VCTK/p323/p323_244.wav,48129
VCTK/p234/p234_324.wav,17409
VCTK/p239/p239_371.wav,28161
VIVO/VIVOSSPK25_056.wav,120833
VCTK/p376/p376_300.wav,34305
VCTK/p286/p286_043.wav,26626
VCTK/p363/p363_372.wav,19970
VIVO/VIVOSSPK34_177.wav,82433
VCTK/p270/p270_184.wav,72705
VCTK/p297/p297_218.wav,45056
VCTK/p323/p323_126.wav,54274
VCTK/p339/p339_287.wav,13313
VCTK/p282/p282_056.wav,16898
VCTK/p277/p277_308.wav,33594
VCTK/p226/p226_120.wav,54785
VIVO/VIVOSSPK06_R019.wav,44033
VIVO/VIVOSSPK18_028.wav,28161
VCTK/p236/p236_136.wav,49665
VCTK/p256/p256_183.wav,29185
VCTK/p255/p255_297.wav,29185
VCTK/p307/p307_369.wav,64513
VCTK/p269/p269_060.wav,24065
VCTK/p295/p295_360.wav,32770
VCTK/p334/p334_038.wav,32770
VIVO/VIVOSSPK08_T040.wav,48641
VCTK/p277/p277_310.wav,49153
VCTK/p279/p279_178.wav,33281
VCTK/p294/p294_224.wav,37889
VCTK/p323/p323_216.wav,47617
VCTK/p257/p257_398.wav,18432
VCTK/p351/p351_228.wav,19970
VIVO/VIVOSSPK42_039.wav,78849
VCTK/p280/p280_285.wav,38913
VCTK/p351/p351_012.wav,72194
VCTK/p285/p285_346.wav,22017
VCTK/p283/p283_208.wav,37377
VCTK/p335/p335_245.wav,39425
VCTK/p288/p288_210.wav,43009
VCTK/p269/p269_222.wav,71680
VCTK/p244/p244_353.wav,62465
VCTK/p316/p316_422.wav,26626
VCTK/p307/p307_103.wav,36353
VCTK/p270/p270_428.wav,41664
VCTK/p293/p293_108.wav,49665
VCTK/p345/p345_224.wav,24577
VCTK/p292/p292_335.wav,44546
VCTK/p264/p264_062.wav,28674
VCTK/p364/p364_170.wav,37377
VCTK/p227/p227_388.wav,24577
VCTK/p259/p259_100.wav,30209
VCTK/p318/p318_177.wav,28161
VCTK/p229/p229_338.wav,32770
VCTK/p310/p310_299.wav,52737
VCTK/p336/p336_053.wav,31746
VCTK/p304/p304_091.wav,34305
VCTK/p310/p310_065.wav,37889
VCTK/p340/p340_136.wav,21505
VCTK/p279/p279_087.wav,32256
VCTK/p374/p374_251.wav,40450
VCTK/p333/p333_169.wav,29185
VCTK/p351/p351_259.wav,32256
VIVO/VIVOSSPK05_R119.wav,51713
VCTK/p284/p284_313.wav,35329
VCTK/p306/p306_217.wav,53250
VCTK/p267/p267_361.wav,30095
VCTK/p351/p351_303.wav,27137
VCTK/p237/p237_215.wav,56833
VCTK/p231/p231_265.wav,24065
VCTK/p253/p253_120.wav,22529
VCTK/p263/p263_034.wav,28161
VCTK/p232/p232_161.wav,42498
VCTK/p238/p238_418.wav,48129
VCTK/p287/p287_266.wav,28161
VCTK/p280/p280_319.wav,55298
VCTK/p308/p308_126.wav,58880
VCTK/p248/p248_138.wav,91649
VCTK/p244/p244_286.wav,59905
